Nivel_Ingresos,Estado_Siniestro,Cliente_ID,Antigüedad_Maxima,Saldo_Pendiente,Saldo_Pendiente_Seg,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Morosidad_total,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Siniestros_total
Medio_bajo,No_siniestro,624786,34,3612.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,625187,35,506.67,39324.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,625560,40,4324.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,625600,40,3309.32,92358.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,625745,10,51.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,625826,115,2079.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,626025,27,1502.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,626496,9,105.57,28133.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,626528,68,6436.33,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,627291,62,5856.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,627648,65,7588.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,628292,16,8473.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,628574,42,1117.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,628888,29,4424.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,628937,37,146.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,630092,96,20324.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,630097,43,445.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,631052,6,121.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,631539,13,801.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,632559,30,58.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,633193,58,459.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,633754,24,520.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,633797,82,759.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,633845,88,5798.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,634566,24,3226.37,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,635016,6,441.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,636396,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,636617,60,7605.22,34113.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,636884,42,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,638425,39,53.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,639392,7,1542.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,639415,41,83.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,642274,64,227.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,642305,8,179.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,642566,16,1771.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,642952,28,168.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,644039,9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,644432,48,24608.15,37209.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,647706,71,609.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,647723,100,2952.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,648479,58,1569.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,650361,43,2796.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,650468,128,141.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,650496,112,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,650808,114,2277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,650941,28,8550.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,651081,95,692.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,652034,141,10193.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,652079,100,2643.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,652098,35,1073.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,652147,168,584.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,653609,96,232.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654074,208,423.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654475,12,659.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654534,196,133.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654610,43,1367.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654615,61,4557.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,654860,43,510.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,655269,43,5275.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,655638,138,16515.82,25257.96,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,655903,90,8426.25,50834.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,656028,233,27709.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,656218,40,6399.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,656456,223,0.07,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,656531,8,141.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,656565,8,619.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,656898,27,844.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,656951,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,657009,94,4626.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,657727,18,1471.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,658532,35,1720.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,658597,134,10579.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,659659,12,5262.91,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,659721,87,5918.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,660222,45,60.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,660894,12,1027.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,661108,17,5947.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,661203,66,1332.77,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,661935,25,55487.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,662069,33,12062.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,662086,36,104.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,662863,26,402.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,663437,127,895.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,663677,59,2309.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,663767,76,837.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,663983,6,1740.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,664200,43,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,664790,43,781.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,664852,121,12067.63,7955.61,1,1,0,1,0,0,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,665031,96,1265.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,665182,93,5180.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,665363,8,450.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,665932,31,188.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,666020,43,24357.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,666268,82,5054.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,666910,43,1271.99,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,667311,25,2100.68,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,668361,68,195.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,668772,174,168.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,668885,88,4133.49,74993.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669182,13,1697.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669383,138,4053.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669387,9,1041.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669390,43,403.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669394,61,2184.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669772,26,6563.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,669791,13,798.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,670508,95,1285.52,88560.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,671121,11,7918.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,671462,194,1679.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,672026,14,5317.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,672973,29,249.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,672974,117,189.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,673236,27,173.45,35323.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,674360,43,15978.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,674374,89,3644.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,674431,133,648.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,674503,8,6583.47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,675051,7,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,676126,10,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,677348,6,2778.43,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,677366,86,4204.13,42921.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,680305,6,9208.72,0,0,7,7,7,7,7,35,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,680938,12,287.31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,680939,43,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,681077,43,1130.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,681301,12,684.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,681448,25,1000.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,681879,7,7211.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,682042,176,242.63,0,0,7,7,7,7,7,35,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,683017,55,959.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,683080,43,814.45,22588.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,683759,18,82.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,684252,71,2866.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,684354,31,676.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,684871,81,7167.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,685053,33,15658.72,57190.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,685313,6,164.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,685858,7,1424.23,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,685998,36,116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,686220,43,1521.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,686308,84,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,686482,97,2187.98,22040.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,686977,25,16923.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,687187,46,2803.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,687329,90,10194.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,687555,68,5558.38,57811.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,687872,10,40.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,688518,76,166.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,688593,32,335.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,688729,34,1508.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,689742,54,26342.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,689785,44,144.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,690029,85,6362.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,690712,79,184.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,691030,43,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,691343,35,7642.63,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,691611,29,8507.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,691815,42,219.32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,692111,102,748.63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,692932,30,175.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,693139,75,2375.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,694105,60,1045.57,50623.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,694132,6,23.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,694153,45,240.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,694892,60,290.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,694995,53,100.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,695589,50,45.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,696740,43,435.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,696837,14,12606.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,697296,78,1502.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,697324,36,2968.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,697673,54,2434.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,698047,59,95.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,698267,11,7401.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,698374,29,224.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,698382,10,756.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,698935,18,765.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,699205,58,1897.99,29893.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,699907,37,677.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,699936,74,113.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,700237,31,1349.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,700316,56,299.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,701261,108,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,701577,19,7147.25,47709.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,702065,11,15098.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,702582,93,9133.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,703681,11,906.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,704431,25,2671.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,704527,40,4993.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,704551,10,7423.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,704785,84,2642.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,707490,43,5258.64,17559.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,707782,98,4956.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,716294,57,793.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,718065,31,2399.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,720455,133,1895.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,720492,100,7623.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,720555,121,922.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,720660,43,659.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,721189,128,16345.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,721442,128,178.19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,722933,152,326.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,723057,59,569.97,0,0,7,7,7,7,7,35,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,723345,115,497.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,723624,126,2720.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,723763,121,722.73,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724152,176,452.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724165,61,4202.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724171,153,3287.56,15571.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724441,133,2150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724687,11,6202.55,10925.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724724,53,9315.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724836,131,87.42,17592.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,724987,82,2034.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,725337,75,1140.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,725627,60,1120.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726140,43,2518.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726424,9,9711.79,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726496,26,1139.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726580,43,1070.79,84941.93,1,0,1,0,0,1,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726805,37,28.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,726913,65,1735.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,727543,93,435.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,727651,119,1544.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,727874,47,278.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,728276,73,1709.79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,728797,71,3970.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,728889,28,2633.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,728942,162,52.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,728967,26,8691.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,729165,168,1053.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,729173,11,17463.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,729231,11,2853.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,729577,85,6111.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,729717,77,546.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,730615,73,5017.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,731981,59,1092.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,732023,135,155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,732642,10,2381.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,732659,12,12029.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,732679,139,2071.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,732970,43,2713.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,733245,10,486.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,733309,88,531.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,733588,71,495.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,733830,43,246.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,734105,75,7070.46,79661.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,734664,66,733.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,734928,30,2280.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,735110,43,3634.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
